Province,District,Facility,TX_CURR ,,,,,,,,,,
Matabeleland South,Matobo,Homestead Rural Health Centre,570,,,,,,,,,,
Matabeleland South,Matobo,Kezi Rural,1145,,,,,,,,,,
Matabeleland South,Matobo,Maphisa,2232,,,,,,,,,,
Matabeleland South,Matobo,Masiye,172,,,,,,,,,,
Matabeleland South,Matobo,Matopo Mission,331,,,,,,,,,,
Matabeleland South,Matobo,Matopo Rural,270,,,,,,,,,,
Matabeleland South,Matobo,Mbembeswane,732,,,,,,,,,,
Matabeleland South,Matobo,Mlugulu,43,,,,,,,,,,
Matabeleland South,Matobo,Natisa Rural Health Centre,780,,,,,,,,,,
Matabeleland South,Matobo,Ndabankulu,368,,,,,,,,,,
Matabeleland South,Matobo,Sankonjane Rural Health Centre,697,,,,,,,,,,
Matabeleland South,Matobo,Silozwi,244,,,,,,,,,,
Matabeleland South,Matobo,St Joseph's,936,,,,,,,,,,
Matabeleland South,Matobo,Tshelanyemba,1605,,,,,,,,,,
Matabeleland South,Umzingwane,Dula,205,,,,,,,,,,
Matabeleland South,Umzingwane,Esibomvu,588,,,,,,,,,,
Matabeleland South,Umzingwane,Esigodini,1373,,,,,,,,,,
Matabeleland South,Umzingwane,Habane,543,,,,,,,,,,
Matabeleland South,Umzingwane,How Mine,378,,,,,,,,,,
Matabeleland South,Umzingwane,Irrisvale RHC,241,,,,,,,,,,
Matabeleland South,Umzingwane,Kumbudzi RHC,316,,,,,,,,,,
Matabeleland South,Umzingwane,Mawabeni,1004,,,,,,,,,,
Matabeleland South,Umzingwane,Mbizingwe RHC,352,,,,,,,,,,
Matabeleland South,Umzingwane,Mhlahlandlela,393,,,,,,,,,,
Matabeleland South,Umzingwane,Mpisini RHC,538,,,,,,,,,,
Matabeleland South,Umzingwane,Mzingwane RHC,357,,,,,,,,,,
Matabeleland South,Umzingwane,Nhlangano,720,,,,,,,,,,
Matabeleland South,Umzingwane,Nswazi,645,,,,,,,,,,
Matabeleland South,Umzingwane,Ntshamathe,449,,,,,,,,,,
Matabeleland South,Umzingwane,Shale,100,,,,,,,,,,
Matabeleland South,Umzingwane,Umzingwane ZNA,351,,,,,,,,,,
Matabeleland South,Umzingwane,Willie Sibanda,0,,,,,,,,,,
Matabeleland South,Umzingwane,Zimbili,227,,,,,,,,,,
Midlands,Chirumhanzu,Chengwena,196,,,,,,,,,,
Midlands,Chirumhanzu,Chilimanzi Rural,879,,,,,,,,,,
Midlands,Chirumhanzu,Chimbindi Rural Health Centre,64,,,,,,,,,,
Midlands,Chirumhanzu,Chizhou,228,,,,,,,,,,
Midlands,Chirumhanzu,Denhere,307,,,,,,,,,,
Midlands,Chirumhanzu,Doroguru,139,,,,,,,,,,
Midlands,Chirumhanzu,Driefontein Mission TB,0,,,,,,,,,,
Midlands,Chirumhanzu,Guramatunhu,280,,,,,,,,,,
Midlands,Chirumhanzu,Hama,160,,,,,,,,,,
Midlands,Chirumhanzu,Holy Cross,384,,,,,,,,,,
Midlands,Chirumhanzu,Hwata,86,,,,,,,,,,
Midlands,Chirumhanzu,Lalapanzi,516,,,,,,,,,,
Midlands,Chirumhanzu,Lynwood,308,,,,,,,,,,
Midlands,Chirumhanzu,Mapiravana,407,,,,,,,,,,
Midlands,Chirumhanzu,Mudzengi,45,,,,,,,,,,
Midlands,Chirumhanzu,Musena Rural Health Centre,249,,,,,,,,,,
Midlands,Chirumhanzu,Muvonde,505,,,,,,,,,,
Midlands,Chirumhanzu,Mvuma,2032,,,,,,,,,,
Midlands,Chirumhanzu,Nyautonge Rural Health Centre,231,,,,,,,,,,
Midlands,Chirumhanzu,Nyikavanhu,472,,,,,,,,,,
Midlands,Chirumhanzu,Siyahokwe,338,,,,,,,,,,
Midlands,Chirumhanzu,St Theresa,1052,,,,,,,,,,
Midlands,Chirumhanzu,Tokwe 4,160,,,,,,,,,,
Midlands,Gokwe North,Burure,282,,,,,,,,,,
Midlands,Gokwe North,Chireya,991,,,,,,,,,,
Midlands,Gokwe North,Chirisa,6,,,,,,,,,,
Midlands,Gokwe North,Denda,232,,,,,,,,,,
Midlands,Gokwe North,Gandavaroyi,173,,,,,,,,,,
Midlands,Gokwe North,Gokwe North,1573,,,,,,,,,,
Midlands,Gokwe North,Goredema,357,,,,,,,,,,
Midlands,Gokwe North,Gumunyu,503,,,,,,,,,,
Midlands,Gokwe North,Kadzidirire Rural Health Centre,353,,,,,,,,,,
Midlands,Gokwe North,Kahobo,275,,,,,,,,,,
Midlands,Gokwe North,Kuwirirana,558,,,,,,,,,,
Midlands,Gokwe North,Madzivazvido Rural Health Centre,379,,,,,,,,,,
Midlands,Gokwe North,Mashame Rural Health Centre,212,,,,,,,,,,
Midlands,Gokwe North,Murunguziva,22,,,,,,,,,,
Midlands,Gokwe North,Musadzi Rural Health Centre,387,,,,,,,,,,
Midlands,Gokwe North,Mutora,420,,,,,,,,,,
Midlands,Gokwe North,Nenyunga,168,,,,,,,,,,
Midlands,Gokwe North,Norah Rural Health Centre,507,,,,,,,,,,
Midlands,Gokwe North,Nyamatsito,4,,,,,,,,,,
Midlands,Gokwe North,Nyaurungwe,169,,,,,,,,,,
Midlands,Gokwe North,Rubatsiro,135,,,,,,,,,,
Midlands,Gokwe North,Simchembu Rural Health Centre,246,,,,,,,,,,
Midlands,Gokwe North,Tsungai Rural Health Centre,137,,,,,,,,,,
Midlands,Gokwe North,Vumba,162,,,,,,,,,,
Midlands,Gokwe North,Zhomba,416,,,,,,,,,,
Midlands,Gokwe North,Zumba,262,,,,,,,,,,
Midlands,Gokwe North,Zvanaka,40,,,,,,,,,,
Midlands,Gokwe South,Chemahororo,678,,,,,,,,,,
Midlands,Gokwe South,Cheziya,2025,,,,,,,,,,
Midlands,Gokwe South,Chitapo,314,,,,,,,,,,
Midlands,Gokwe South,Chitave,273,,,,,,,,,,
Midlands,Gokwe South,Ganye,84,,,,,,,,,,
Midlands,Gokwe South,Gawa,327,,,,,,,,,,
Midlands,Gokwe South,Gokwe South,2547,,,,,,,,,,
Midlands,Gokwe South,Gokwe South CeSHHAR Mobile Sister's,0,,,,,,,,,,
Midlands,Gokwe South,Gokwe South Population Services Zimbabwe,0,,,,,,,,,,
Midlands,Gokwe South,Gokwe South ZRP Camp,43,,,,,,,,,,
Midlands,Gokwe South,Gwanyika Rural Health Centre,524,,,,,,,,,,
Midlands,Gokwe South,Health And Healing Medical Centre,0,,,,,,,,,,
Midlands,Gokwe South,Huchu,232,,,,,,,,,,
Midlands,Gokwe South,Jahana,212,,,,,,,,,,
Midlands,Gokwe South,Jiri/ndoza,246,,,,,,,,,,
Midlands,Gokwe South,Kana,1006,,,,,,,,,,
Midlands,Gokwe South,Katema RDC,175,,,,,,,,,,
Midlands,Gokwe South,Krima,950,,,,,,,,,,
Midlands,Gokwe South,Mangidi,249,,,,,,,,,,
Midlands,Gokwe South,Manoti,605,,,,,,,,,,
Midlands,Gokwe South,Manyoni,499,,,,,,,,,,
Midlands,Gokwe South,Mapfungautsi Poly,313,,,,,,,,,,
Midlands,Gokwe South,Masuka,218,,,,,,,,,,
Midlands,Gokwe South,Mateme SDA,363,,,,,,,,,,
Midlands,Gokwe South,Mateta Rural Health Centre,653,,,,,,,,,,
Midlands,Gokwe South,Medpark Surgery,0,,,,,,,,,,
Midlands,Gokwe South,Mkoka,353,,,,,,,,,,
Midlands,Gokwe South,Msala,484,,,,,,,,,,
Midlands,Gokwe South,Mtanke,418,,,,,,,,,,
Midlands,Gokwe South,Musita,743,,,,,,,,,,
Midlands,Gokwe South,Ndavambi,206,,,,,,,,,,
Midlands,Gokwe South,Ndhlalambi RDC,138,,,,,,,,,,
Midlands,Gokwe South,Njelele,796,,,,,,,,,,
Midlands,Gokwe South,Nyaje Rural Health Centre,390,,,,,,,,,,
Midlands,Gokwe South,Nyamhunga,229,,,,,,,,,,
Midlands,Gokwe South,Nyaradza,417,,,,,,,,,,
Midlands,Gokwe South,Sai,322,,,,,,,,,,
Midlands,Gokwe South,Sessami,1330,,,,,,,,,,
Midlands,Gokwe South,Svisvi,646,,,,,,,,,,
Midlands,Gokwe South,Tongwe,715,,,,,,,,,,
Midlands,Gokwe South,ZPS Gokwe Prison,25,,,,,,,,,,
Midlands,Gokwe South,ZRP Gokwe,0,,,,,,,,,,
Midlands,Gokwe South,Zhamba,183,,,,,,,,,,
Midlands,Gweru,Bata,0,,,,,,,,,,
Midlands,Gweru,Bethel,0,,,,,,,,,,
Midlands,Gweru,CeSHHAR,44,,,,,,,,,,
Midlands,Gweru,Child Welfare,525,,,,,,,,,,
Midlands,Gweru,Chinamasa,296,,,,,,,,,,
Midlands,Gweru,Chiwundura,631,,,,,,,,,,
Midlands,Gweru,Claybank Private,0,,,,,,,,,,
Midlands,Gweru,Dabuka NRZ,0,,,,,,,,,,
Midlands,Gweru,Gatawa,179,,,,,,,,,,
Midlands,Gweru,Gunde Rural Health Centre,539,,,,,,,,,,
Midlands,Gweru,Gweru,4228,,,,,,,,,,
Midlands,Gweru,Gweru Children Specialist,0,,,,,,,,,,
Midlands,Gweru,Gweru Infectious Diseases,0,,,,,,,,,,
Midlands,Gweru,Gweru NRZ,0,,,,,,,,,,
Midlands,Gweru,Gweru Polytechnic College,0,,,,,,,,,,
Midlands,Gweru,Gweru Population Services Zimbabwe Centre,0,,,,,,,,,,
Midlands,Gweru,Gweru Provincial Camp,0,,,,,,,,,,
Midlands,Gweru,Gweru Provincial Hospital ANC,0,,,,,,,,,,
Midlands,Gweru,Gweru Provincial Hospital EPI,0,,,,,,,,,,
Midlands,Gweru,Gweru Provincial Hospital Maternity,0,,,,,,,,,,
Midlands,Gweru,Gweru Provincial Hospital OPD,0,,,,,,,,,,
Midlands,Gweru,Gweru ZNPFC,54,,,,,,,,,,
Midlands,Gweru,Gweru ZRP,0,,,,,,,,,,
Midlands,Gweru,Hozheri Mission,229,,,,,,,,,,
Midlands,Gweru,Impala Rural,243,,,,,,,,,,
Midlands,Gweru,Ivene,300,,,,,,,,,,
Midlands,Gweru,Josiah Tungamirai Airbase,0,,,,,,,,,,
Midlands,Gweru,Kabanga Rural Health Centre,186,,,,,,,,,,
Midlands,Gweru,Lower Gweru,1225,,,,,,,,,,
Midlands,Gweru,Maboleni,1064,,,,,,,,,,
Midlands,Gweru,Madikani,843,,,,,,,,,,
Midlands,Gweru,Makepesi,733,,,,,,,,,,
Midlands,Gweru,Mangwandi Rural Health Centre,420,,,,,,,,,,
Midlands,Gweru,Masvori Rural Health Centre,258,,,,,,,,,,
Midlands,Gweru,Midlands Private,0,,,,,,,,,,
Midlands,Gweru,Midlands State University,0,,,,,,,,,,
Midlands,Gweru,Mkoba I,3594,,,,,,,,,,
Midlands,Gweru,Mkoba PolyClinic,4389,,,,,,,,,,
Midlands,Gweru,Mkoba Teachers's,0,,,,,,,,,,
Midlands,Gweru,Monomutapa,4044,,,,,,,,,,
Midlands,Gweru,Nkululeko Rural Health Centre,0,,,,,,,,,,
Midlands,Gweru,Ntabamhlope Rural Health Centre,656,,,,,,,,,,
Midlands,Gweru,Nyama,582,,,,,,,,,,
Midlands,Gweru,PSI New Start Centre,1072,,,,,,,,,,
Midlands,Gweru,Pfende,154,,,,,,,,,,
Midlands,Gweru,Riverdale,151,,,,,,,,,,
Midlands,Gweru,Rubi,320,,,,,,,,,,
Midlands,Gweru,Senga,1065,,,,,,,,,,
Midlands,Gweru,Sino Zimbabwe,0,,,,,,,,,,
Midlands,Gweru,Somabhula,354,,,,,,,,,,
Midlands,Gweru,St Patrick's,271,,,,,,,,,,
Midlands,Gweru,Totonga,597,,,,,,,,,,
Midlands,Gweru,Tumbire,307,,,,,,,,,,
Midlands,Gweru,Vungu,126,,,,,,,,,,
Midlands,Gweru,Vungu District Mobile,29,,,,,,,,,,
Midlands,Gweru,ZPS Connemara Prison,287,,,,,,,,,,
Midlands,Gweru,ZPS Thornhill Prison,0,,,,,,,,,,
Midlands,Gweru,ZPS Whawha Prison,536,,,,,,,,,,
Midlands,Gweru,ZPS Whawha Prison Young Offenders,0,,,,,,,,,,
Midlands,Gweru,Zimbabwe Military Academy,0,,,,,,,,,,
Midlands,Kwekwe,1 Air Defence Health Services Platoon,0,,,,,,,,,,
Midlands,Kwekwe,Al Davies,2730,,,,,,,,,,
Midlands,Kwekwe,Amaveni,1836,,,,,,,,,,
Midlands,Kwekwe,Community Polyclinic,0,,,,,,,,,,
Midlands,Kwekwe,Dambridge,645,,,,,,,,,,
Midlands,Kwekwe,Dendera Rural Health Centre,448,,,,,,,,,,
Midlands,Kwekwe,Donjuan,493,,,,,,,,,,
Midlands,Kwekwe,Donza Rural Health Centre,398,,,,,,,,,,
Midlands,Kwekwe,Exchange,413,,,,,,,,,,
Midlands,Kwekwe,Globe and Phoenix,0,,,,,,,,,,
Midlands,Kwekwe,Gomola,595,,,,,,,,,,
Midlands,Kwekwe,Jena Mines,275,,,,,,,,,,
Midlands,Kwekwe,Kwekwe,1700,,,,,,,,,,
Midlands,Kwekwe,Kwekwe ZRP,0,,,,,,,,,,
Midlands,Kwekwe,Kwewe Polyclinic,0,,,,,,,,,,
Midlands,Kwekwe,Malisa Joshepha,888,,,,,,,,,,
Midlands,Kwekwe,Malisa Zhombe,773,,,,,,,,,,
Midlands,Kwekwe,Mayoka,208,,,,,,,,,,
Midlands,Kwekwe,Mazebe Rural Health Centre,376,,,,,,,,,,
Midlands,Kwekwe,Mbizo 16,555,,,,,,,,,,
Midlands,Kwekwe,Mbizo I,2443,,,,,,,,,,
Midlands,Kwekwe,Mbizo II,3302,,,,,,,,,,
Midlands,Kwekwe,Melsonia,0,,,,,,,,,,
Midlands,Kwekwe,Mlezu,229,,,,,,,,,,
Midlands,Kwekwe,Mpinda,289,,,,,,,,,,
Midlands,Kwekwe,Msilahobe Rural Health Centre,504,,,,,,,,,,
Midlands,Kwekwe,Munyati,189,,,,,,,,,,
Midlands,Kwekwe,Neighbourhood Surgery,0,,,,,,,,,,
Midlands,Kwekwe,Ntabeni,787,,,,,,,,,,
Midlands,Kwekwe,Nyoni Rural Health Centre,606,,,,,,,,,,
Midlands,Kwekwe,PSMAS,0,,,,,,,,,,
Midlands,Kwekwe,Redcliff,760,,,,,,,,,,
Midlands,Kwekwe,Rio Tinto,469,,,,,,,,,,
Midlands,Kwekwe,Rutendo,1211,,,,,,,,,,
Midlands,Kwekwe,Ruvimbo Poly,0,,,,,,,,,,
Midlands,Kwekwe,Samambwa,128,,,,,,,,,,
Midlands,Kwekwe,Sebakwe,304,,,,,,,,,,
Midlands,Kwekwe,Senkwazi,537,,,,,,,,,,
Midlands,Kwekwe,Shekinah,0,,,,,,,,,,
Midlands,Kwekwe,Sherwood,773,,,,,,,,,,
Midlands,Kwekwe,Sidakeni,1019,,,,,,,,,,
Midlands,Kwekwe,Sigezibubi,301,,,,,,,,,,
Midlands,Kwekwe,Silobela,1376,,,,,,,,,,
Midlands,Kwekwe,Silobela Jackson,202,,,,,,,,,,
Midlands,Kwekwe,Simana,510,,,,,,,,,,
Midlands,Kwekwe,Tiger Reef,0,,,,,,,,,,
Midlands,Kwekwe,Topomazi,0,,,,,,,,,,
Midlands,Kwekwe,Torwood,1167,,,,,,,,,,
Midlands,Kwekwe,ZPS Kwekwe Prison,0,,,,,,,,,,
Midlands,Kwekwe,Zhombe,1384,,,,,,,,,,
Midlands,Kwekwe,Zibagwe Rural District Council,0,,,,,,,,,,
Midlands,Mberengwa,Bonda,327,,,,,,,,,,
Midlands,Mberengwa,Buchwa Camp,63,,,,,,,,,,
Midlands,Mberengwa,Chabwira,388,,,,,,,,,,
Midlands,Mberengwa,Chaza,374,,,,,,,,,,
Midlands,Mberengwa,Chidembeko,660,,,,,,,,,,
Midlands,Mberengwa,Chiedza,543,,,,,,,,,,
Midlands,Mberengwa,Chingezi,680,,,,,,,,,,
Midlands,Mberengwa,Gaha,481,,,,,,,,,,
Midlands,Mberengwa,Gwarawa Rural Health Centre,649,,,,,,,,,,
Midlands,Mberengwa,Imbahuru,339,,,,,,,,,,
Midlands,Mberengwa,Ingezi,362,,,,,,,,,,
Midlands,Mberengwa,Jeka Rural,723,,,,,,,,,,
Midlands,Mberengwa,Kotokwe Rural Health Centre,449,,,,,,,,,,
Midlands,Mberengwa,Makuwerere,349,,,,,,,,,,
Midlands,Mberengwa,Marirazhombe RDC,65,,,,,,,,,,
Midlands,Mberengwa,Masase,797,,,,,,,,,,
Midlands,Mberengwa,Mataga Health Centre,7,,,,,,,,,,
Midlands,Mberengwa,Mataga Rural Health Centre,1041,,,,,,,,,,
Midlands,Mberengwa,Matedzi,497,,,,,,,,,,
Midlands,Mberengwa,Mavorovondo Rural Health Centre,842,,,,,,,,,,
Midlands,Mberengwa,Mazivofa,330,,,,,,,,,,
Midlands,Mberengwa,Mberengwa,2163,,,,,,,,,,
Midlands,Mberengwa,Mberengwa CeSHHAR Mobile Sister’s,0,,,,,,,,,,
Midlands,Mberengwa,Mketi,322,,,,,,,,,,
Midlands,Mberengwa,Mnene,590,,,,,,,,,,
Midlands,Mberengwa,Mnene Outreach,0,,,,,,,,,,
Midlands,Mberengwa,Mponjani,269,,,,,,,,,,
Midlands,Mberengwa,Mposi,660,,,,,,,,,,
Midlands,Mberengwa,Murongwe Rural Health Centre,402,,,,,,,,,,
Midlands,Mberengwa,Musume,866,,,,,,,,,,
Midlands,Mberengwa,Mwanezi Rural Health Centre,784,,,,,,,,,,
Midlands,Mberengwa,Negove,740,,,,,,,,,,
Midlands,Mberengwa,Neta,579,,,,,,,,,,
Midlands,Mberengwa,Ngungumbane,237,,,,,,,,,,
Midlands,Mberengwa,Sandawana,414,,,,,,,,,,
Midlands,Mberengwa,Svita,359,,,,,,,,,,
Midlands,Mberengwa,Vurasha Rural Health Centre,366,,,,,,,,,,
Midlands,Mberengwa,Vutsanana,433,,,,,,,,,,
Midlands,Mberengwa,Wanezi Rural Health Centre,392,,,,,,,,,,
Midlands,Mberengwa,ZPS Mberengwa Prison,0,,,,,,,,,,
Midlands,Shurugwi,Banga,270,,,,,,,,,,
Midlands,Shurugwi,Chikato Rural Health Centre,238,,,,,,,,,,
Midlands,Shurugwi,Chikwingwizha,1470,,,,,,,,,,
Midlands,Shurugwi,Chironde Rural Health Centre,356,,,,,,,,,,
Midlands,Shurugwi,Chitora Rural Health Centre,147,,,,,,,,,,
Midlands,Shurugwi,Dorset Rural Health Centre,612,,,,,,,,,,
Midlands,Shurugwi,Gamwa RDC,77,,,,,,,,,,
Midlands,Shurugwi,Golden Quarry Mine,51,,,,,,,,,,
Midlands,Shurugwi,Gundura,359,,,,,,,,,,
Midlands,Shurugwi,Gwanza Rural Health Centre,164,,,,,,,,,,
Midlands,Shurugwi,Hanke,162,,,,,,,,,,
Midlands,Shurugwi,Impali,0,,,,,,,,,,
Midlands,Shurugwi,Jobolinko,126,,,,,,,,,,
Midlands,Shurugwi,Makusha,1387,,,,,,,,,,
Midlands,Shurugwi,Marishongwe Rural Health Centre,137,,,,,,,,,,
Midlands,Shurugwi,Mazibisa,224,,,,,,,,,,
Midlands,Shurugwi,Munikwa,60,,,,,,,,,,
Midlands,Shurugwi,Nhema,180,,,,,,,,,,
Midlands,Shurugwi,Pakame,198,,,,,,,,,,
Midlands,Shurugwi,Rockford,102,,,,,,,,,,
Midlands,Shurugwi,Ruchanyu,180,,,,,,,,,,
Midlands,Shurugwi,Rusike Rural Health Centre,273,,,,,,,,,,
Midlands,Shurugwi,Sebanga Polyclinic,276,,,,,,,,,,
Midlands,Shurugwi,Shurugwi,1630,,,,,,,,,,
Midlands,Shurugwi,Shurugwi CeSHHAR Mobile Sister’s,0,,,,,,,,,,
Midlands,Shurugwi,Shurugwi Impali Private,38,,,,,,,,,,
Midlands,Shurugwi,Svika Rural Health Centre,219,,,,,,,,,,
Midlands,Shurugwi,Tana Rural Health Centre,131,,,,,,,,,,
Midlands,Shurugwi,Tokwe,57,,,,,,,,,,
Midlands,Shurugwi,Tongogara,668,,,,,,,,,,
Midlands,Shurugwi,Totonga,38,,,,,,,,,,
Midlands,Shurugwi,Unki,0,,,,,,,,,,
Midlands,Shurugwi,ZPS Shurugwi Prison,0,,,,,,,,,,
Midlands,Shurugwi,Zhaugwe Rural Health Centre,200,,,,,,,,,,
Midlands,Shurugwi,Zvamabande Rural,1967,,,,,,,,,,
Midlands,Shurugwi,Zvarota Rural Health Centre,117,,,,,,,,,,
Midlands,Shurugwi,Zviumwa RDC,121,,,,,,,,,,
Midlands,Zvishavane,Avante,0,,,,,,,,,,
Midlands,Zvishavane,Bannockburn,0,,,,,,,,,,
Midlands,Zvishavane,Cellmed,0,,,,,,,,,,
Midlands,Zvishavane,Chirere,66,,,,,,,,,,
Midlands,Zvishavane,City Surgery,0,,,,,,,,,,
Midlands,Zvishavane,Dadaya Training Centre,1,,,,,,,,,,
Midlands,Zvishavane,Dambudzo,310,,,,,,,,,,
Midlands,Zvishavane,Dambudzo Clinic Do Not Use,0,,,,,,,,,,
Midlands,Zvishavane,Dayataya RHC,211,,,,,,,,,,
Midlands,Zvishavane,Drinkwater Nursing Home,0,,,,,,,,,,
Midlands,Zvishavane,Gudo,451,,,,,,,,,,
Midlands,Zvishavane,Itai Ngoni Medical Centre,1,,,,,,,,,,
Midlands,Zvishavane,Lundi Rural,688,,,,,,,,,,
Midlands,Zvishavane,MSU,0,,,,,,,,,,
Midlands,Zvishavane,Mabasa,575,,,,,,,,,,
Midlands,Zvishavane,Maketo Rural Health Centre,629,,,,,,,,,,
Midlands,Zvishavane,Mandava Health,0,,,,,,,,,,
Midlands,Zvishavane,Mandava Health Centre,5841,,,,,,,,,,
Midlands,Zvishavane,Mapanzure,854,,,,,,,,,,
Midlands,Zvishavane,Marira,104,,,,,,,,,,
Midlands,Zvishavane,Matenda Rural Health Centre,479,,,,,,,,,,
Midlands,Zvishavane,Mhondongori Rural Health Centre,440,,,,,,,,,,
Midlands,Zvishavane,Mimosa,390,,,,,,,,,,
Midlands,Zvishavane,Mrowa,369,,,,,,,,,,
Midlands,Zvishavane,Mtambi,533,,,,,,,,,,
Midlands,Zvishavane,Nectacare Highlands Family,0,,,,,,,,,,
Midlands,Zvishavane,RZM Murowa,0,,,,,,,,,,
Midlands,Zvishavane,Rutendo Polyclinic,0,,,,,,,,,,
Midlands,Zvishavane,Sabi Mine,112,,,,,,,,,,
Midlands,Zvishavane,Shabani Mine,608,,,,,,,,,,
Midlands,Zvishavane,Vugwi Rural Health Centre,767,,,,,,,,,,
Midlands,Zvishavane,Vukuzenzele Rural Health Centre,335,,,,,,,,,,
Midlands,Zvishavane,Welezi,547,,,,,,,,,,
Midlands,Zvishavane,ZPS Zvishavane Prison,8,,,,,,,,,,
Midlands,Zvishavane,Zvishavane,2415,,,,,,,,,,
Midlands,Zvishavane,Zvishavane CeSHHAR Mobile Sister's,0,,,,,,,,,,
Midlands,Zvishavane,Zvishavane ZRP,26,,,,,,,,,,
